sd_onset_control	effect_size	obs_freq	statistical_test	pwr
60	0.7	30	ks	0.999999999999906
90	0.7	30	ks	0.991799999999907
150	0.7	30	ks	0.750199999999934
1	1	30	ks	0.999999999999906
3	1	30	ks	0.999999999999906
7	1	30	ks	0.999999999999906
14	1	30	ks	0.999999999999906
21	1	30	ks	0.999999999999906
30	1	30	ks	0.999999999999906
60	1	30	ks	0.999999999999906
90	1	30	ks	0.999899999999906
150	1	30	ks	0.932499999999914
1	1.5	30	ks	0.999999999999906
3	1.5	30	ks	0.999999999999906
7	1.5	30	ks	0.999999999999906
14	1.5	30	ks	0.999999999999906
21	1.5	30	ks	0.999999999999906
30	1.5	30	ks	0.999999999999906
60	1.5	30	ks	0.999999999999906
90	1.5	30	ks	0.999999999999906
150	1.5	30	ks	0.994899999999907
1	2	30	ks	0.999999999999906
3	2	30	ks	0.999999999999906
7	2	30	ks	0.999999999999906
14	2	30	ks	0.999999999999906
21	2	30	ks	0.999999999999906
30	2	30	ks	0.999999999999906
60	2	30	ks	0.999999999999906
90	2	30	ks	0.999999999999906
150	2	30	ks	0.999899999999906
1	0.00958904109589041	60	ks	0
3	0.00958904109589041	60	ks	0
7	0.00958904109589041	60	ks	0.0039
14	0.00958904109589041	60	ks	0.0064
21	0.00958904109589041	60	ks	0.0047
30	0.00958904109589041	60	ks	0.0057
60	0.00958904109589041	60	ks	0.0046
90	0.00958904109589041	60	ks	0.0062
150	0.00958904109589041	60	ks	0.0115
1	0.0191780821917808	60	ks	0
3	0.0191780821917808	60	ks	0
7	0.0191780821917808	60	ks	0.00830000000000001
14	0.0191780821917808	60	ks	0.0149
21	0.0191780821917808	60	ks	0.0134
30	0.0191780821917808	60	ks	0.0095
60	0.0191780821917808	60	ks	0.00810000000000001
90	0.0191780821917808	60	ks	0.00800000000000001
150	0.0191780821917808	60	ks	0.0127
1	0.0383561643835616	60	ks	0
3	0.0383561643835616	60	ks	0
7	0.0383561643835616	60	ks	0.0113
14	0.0383561643835616	60	ks	0.0528000000000005
21	0.0383561643835616	60	ks	0.0362
30	0.0383561643835616	60	ks	0.0227999999999999
60	0.0383561643835616	60	ks	0.0105
90	0.0383561643835616	60	ks	0.0117
150	0.0383561643835616	60	ks	0.014
1	0.0575342465753425	60	ks	0
3	0.0575342465753425	60	ks	0
7	0.0575342465753425	60	ks	0.0144
14	0.0575342465753425	60	ks	0.0912000000000016
21	0.0575342465753425	60	ks	0.0779000000000012
30	0.0575342465753425	60	ks	0.0454000000000003
60	0.0575342465753425	60	ks	0.0195999999999999
90	0.0575342465753425	60	ks	0.0154
150	0.0575342465753425	60	ks	0.0169
1	0.0821917808219178	60	ks	0
3	0.0821917808219178	60	ks	0
7	0.0821917808219178	60	ks	0.0133
14	0.0821917808219178	60	ks	0.118700000000002
21	0.0821917808219178	60	ks	0.132000000000002
30	0.0821917808219178	60	ks	0.100400000000002
60	0.0821917808219178	60	ks	0.0392000000000001
90	0.0821917808219178	60	ks	0.0279999999999999
150	0.0821917808219178	60	ks	0.0205999999999999
1	0.1	60	ks	0
3	0.1	60	ks	0
7	0.1	60	ks	0.011
14	0.1	60	ks	0.126500000000002
21	0.1	60	ks	0.173699999999997
30	0.1	60	ks	0.152899999999999
60	0.1	60	ks	0.0625000000000008
90	0.1	60	ks	0.0326999999999999
150	0.1	60	ks	0.0251999999999999
1	0.3	60	ks	0.999999999999906
3	0.3	60	ks	0.999999999999906
7	0.3	60	ks	0.999999999999906
14	0.3	60	ks	0.999999999999906
21	0.3	60	ks	0.999999999999906
30	0.3	60	ks	0.999899999999906
60	0.3	60	ks	0.777699999999931
90	0.3	60	ks	0.410399999999971
150	0.3	60	ks	0.155099999999999
1	0.5	60	ks	0.999999999999906
3	0.5	60	ks	0.999999999999906
7	0.5	60	ks	0.999999999999906
14	0.5	60	ks	0.999999999999906
21	0.5	60	ks	0.999999999999906
30	0.5	60	ks	0.999999999999906
60	0.5	60	ks	0.995999999999907
90	0.5	60	ks	0.862999999999921
150	0.5	60	ks	0.42449999999997
1	0.7	60	ks	0.999999999999906
3	0.7	60	ks	0.999999999999906
7	0.7	60	ks	0.999999999999906
14	0.7	60	ks	0.999999999999906
21	0.7	60	ks	0.999999999999906
30	0.7	60	ks	0.999999999999906
60	0.7	60	ks	0.999999999999906
90	0.7	60	ks	0.983199999999908
150	0.7	60	ks	0.702099999999939
1	1	60	ks	0.999999999999906
3	1	60	ks	0.999999999999906
7	1	60	ks	0.999999999999906
14	1	60	ks	0.999999999999906
21	1	60	ks	0.999999999999906
30	1	60	ks	0.999999999999906
60	1	60	ks	0.999999999999906
90	1	60	ks	0.999799999999906
150	1	60	ks	0.922999999999915
1	1.5	60	ks	0.999999999999906
3	1.5	60	ks	0.999999999999906
7	1.5	60	ks	0.999999999999906
14	1.5	60	ks	0.999999999999906
21	1.5	60	ks	0.999999999999906
30	1.5	60	ks	0.999999999999906
60	1.5	60	ks	0.999999999999906
90	1.5	60	ks	0.999999999999906
150	1.5	60	ks	0.993099999999907
1	2	60	ks	0.999999999999906
3	2	60	ks	0.999999999999906
7	2	60	ks	0.999999999999906
14	2	60	ks	0.999999999999906
21	2	60	ks	0.999999999999906
30	2	60	ks	0.999999999999906
60	2	60	ks	0.999999999999906
90	2	60	ks	0.999999999999906
150	2	60	ks	0.999699999999906
1	0.00958904109589041	90	ks	0
3	0.00958904109589041	90	ks	0
7	0.00958904109589041	90	ks	0.0038
14	0.00958904109589041	90	ks	0.00730000000000001
21	0.00958904109589041	90	ks	0.0058
30	0.00958904109589041	90	ks	0.0055
60	0.00958904109589041	90	ks	0.004
90	0.00958904109589041	90	ks	0.0062
150	0.00958904109589041	90	ks	0.0085
1	0.0191780821917808	90	ks	0
3	0.0191780821917808	90	ks	0
7	0.0191780821917808	90	ks	0.0063
14	0.0191780821917808	90	ks	0.015
21	0.0191780821917808	90	ks	0.0121
30	0.0191780821917808	90	ks	0.0089
60	0.0191780821917808	90	ks	0.0055
90	0.0191780821917808	90	ks	0.0065
150	0.0191780821917808	90	ks	0.00800000000000001
1	0.0383561643835616	90	ks	0
3	0.0383561643835616	90	ks	0
7	0.0383561643835616	90	ks	0.0126
14	0.0383561643835616	90	ks	0.0520000000000005
21	0.0383561643835616	90	ks	0.0394000000000001
30	0.0383561643835616	90	ks	0.0212999999999999
60	0.0383561643835616	90	ks	0.0096
90	0.0383561643835616	90	ks	0.0092
150	0.0383561643835616	90	ks	0.0094
1	0.0575342465753425	90	ks	0
3	0.0575342465753425	90	ks	0
7	0.0575342465753425	90	ks	0.012
14	0.0575342465753425	90	ks	0.0947000000000017
21	0.0575342465753425	90	ks	0.0802000000000013
30	0.0575342465753425	90	ks	0.0454000000000003
60	0.0575342465753425	90	ks	0.0165
90	0.0575342465753425	90	ks	0.0118
150	0.0575342465753425	90	ks	0.0129
1	0.0821917808219178	90	ks	0
3	0.0821917808219178	90	ks	0
7	0.0821917808219178	90	ks	0.0122
14	0.0821917808219178	90	ks	0.117300000000002
21	0.0821917808219178	90	ks	0.133900000000002
30	0.0821917808219178	90	ks	0.0900000000000016
60	0.0821917808219178	90	ks	0.0274999999999999
90	0.0821917808219178	90	ks	0.0182999999999999
150	0.0821917808219178	90	ks	0.0145
1	0.1	90	ks	0
3	0.1	90	ks	0
7	0.1	90	ks	0.012
14	0.1	90	ks	0.129800000000002
21	0.1	90	ks	0.173399999999997
30	0.1	90	ks	0.128400000000002
60	0.1	90	ks	0.0413000000000002
90	0.1	90	ks	0.0287999999999999
150	0.1	90	ks	0.0193999999999999
1	0.3	90	ks	0.999999999999906
3	0.3	90	ks	0.999999999999906
7	0.3	90	ks	0.999999999999906
14	0.3	90	ks	0.999999999999906
21	0.3	90	ks	0.998299999999906
30	0.3	90	ks	0.982099999999908
60	0.3	90	ks	0.684599999999941
90	0.3	90	ks	0.350799999999978
150	0.3	90	ks	0.132200000000002
1	0.5	90	ks	0.999999999999906
3	0.5	90	ks	0.999999999999906
7	0.5	90	ks	0.999999999999906
14	0.5	90	ks	0.999999999999906
21	0.5	90	ks	0.999999999999906
30	0.5	90	ks	0.999999999999906
60	0.5	90	ks	0.991399999999907
90	0.5	90	ks	0.822399999999926
150	0.5	90	ks	0.380699999999974
1	0.7	90	ks	0.999999999999906
3	0.7	90	ks	0.999999999999906
7	0.7	90	ks	0.999999999999906
14	0.7	90	ks	0.999999999999906
21	0.7	90	ks	0.999999999999906
30	0.7	90	ks	0.999999999999906
60	0.7	90	ks	0.999799999999906
90	0.7	90	ks	0.978399999999909
150	0.7	90	ks	0.661399999999943
1	1	90	ks	0.999999999999906
3	1	90	ks	0.999999999999906
7	1	90	ks	0.999999999999906
14	1	90	ks	0.999999999999906
21	1	90	ks	0.999999999999906
30	1	90	ks	0.999999999999906
60	1	90	ks	0.999999999999906
90	1	90	ks	0.999399999999906
150	1	90	ks	0.904599999999917
1	1.5	90	ks	0.999999999999906
3	1.5	90	ks	0.999999999999906
7	1.5	90	ks	0.999999999999906
14	1.5	90	ks	0.999999999999906
21	1.5	90	ks	0.999999999999906
30	1.5	90	ks	0.999999999999906
60	1.5	90	ks	0.999999999999906
90	1.5	90	ks	0.999999999999906
150	1.5	90	ks	0.989499999999907
1	2	90	ks	0.999999999999906
3	2	90	ks	0.999999999999906
7	2	90	ks	0.999999999999906
14	2	90	ks	0.999999999999906
21	2	90	ks	0.999999999999906
30	2	90	ks	0.999999999999906
60	2	90	ks	0.999999999999906
90	2	90	ks	0.999999999999906
150	2	90	ks	0.999399999999906
