sd_onset_control	effect_size	obs_freq	statistical_test	pwr
60	0.1	90	t	0.294899999999984
90	0.1	90	t	0.160199999999999
150	0.1	90	t	0.0939000000000017
1	0.3	90	t	0.999999999999906
3	0.3	90	t	0.999999999999906
7	0.3	90	t	0.999999999999906
14	0.3	90	t	0.999999999999906
21	0.3	90	t	0.999999999999906
30	0.3	90	t	0.999999999999906
60	0.3	90	t	0.974399999999909
90	0.3	90	t	0.771199999999931
150	0.3	90	t	0.372599999999975
1	0.5	90	t	0.999999999999906
3	0.5	90	t	0.999999999999906
7	0.5	90	t	0.999999999999906
14	0.5	90	t	0.999999999999906
21	0.5	90	t	0.999999999999906
30	0.5	90	t	0.999999999999906
60	0.5	90	t	0.999999999999906
90	0.5	90	t	0.984099999999908
150	0.5	90	t	0.69349999999994
1	0.7	90	t	0.999999999999906
3	0.7	90	t	0.999999999999906
7	0.7	90	t	0.999999999999906
14	0.7	90	t	0.999999999999906
21	0.7	90	t	0.999999999999906
30	0.7	90	t	0.999999999999906
60	0.7	90	t	0.999999999999906
90	0.7	90	t	0.999899999999906
150	0.7	90	t	0.887199999999919
1	1	90	t	0.999999999999906
3	1	90	t	0.999999999999906
7	1	90	t	0.999999999999906
14	1	90	t	0.999999999999906
21	1	90	t	0.999999999999906
30	1	90	t	0.999999999999906
60	1	90	t	0.999999999999906
90	1	90	t	0.999999999999906
150	1	90	t	0.980799999999908
1	1.5	90	t	0.999999999999906
3	1.5	90	t	0.999999999999906
7	1.5	90	t	0.999999999999906
14	1.5	90	t	0.999999999999906
21	1.5	90	t	0.999999999999906
30	1.5	90	t	0.999999999999906
60	1.5	90	t	0.999999999999906
90	1.5	90	t	0.999999999999906
150	1.5	90	t	0.998999999999906
1	2	90	t	0.999999999999906
3	2	90	t	0.999999999999906
7	2	90	t	0.999999999999906
14	2	90	t	0.999999999999906
21	2	90	t	0.999999999999906
30	2	90	t	0.999999999999906
60	2	90	t	0.999999999999906
90	2	90	t	0.999999999999906
150	2	90	t	0.999999999999906
1	0.00958904109589041	1	lrt	0.999999999999906
3	0.00958904109589041	1	lrt	0.828999999999925
7	0.00958904109589041	1	lrt	0.254499999999988
14	0.00958904109589041	1	lrt	0.106900000000002
21	0.00958904109589041	1	lrt	0.0823000000000013
30	0.00958904109589041	1	lrt	0.0726000000000011
60	0.00958904109589041	1	lrt	0.0616000000000007
90	0.00958904109589041	1	lrt	0.0615000000000007
150	0.00958904109589041	1	lrt	0.0584000000000006
1	0.0191780821917808	1	lrt	0.999999999999906
3	0.0191780821917808	1	lrt	0.999999999999906
7	0.0191780821917808	1	lrt	0.703499999999939
14	0.0191780821917808	1	lrt	0.257699999999988
21	0.0191780821917808	1	lrt	0.1474
30	0.0191780821917808	1	lrt	0.0986000000000018
60	0.0191780821917808	1	lrt	0.0751000000000011
90	0.0191780821917808	1	lrt	0.0649000000000008
150	0.0191780821917808	1	lrt	0.0608000000000007
1	0.0383561643835616	1	lrt	0.999999999999906
3	0.0383561643835616	1	lrt	0.999999999999906
7	0.0383561643835616	1	lrt	0.997699999999906
14	0.0383561643835616	1	lrt	0.702699999999939
21	0.0383561643835616	1	lrt	0.398799999999972
30	0.0383561643835616	1	lrt	0.244299999999989
60	0.0383561643835616	1	lrt	0.108400000000002
90	0.0383561643835616	1	lrt	0.0819000000000013
150	0.0383561643835616	1	lrt	0.0689000000000009
1	0.0575342465753425	1	lrt	0.999999999999906
3	0.0575342465753425	1	lrt	0.999999999999906
7	0.0575342465753425	1	lrt	0.999999999999906
14	0.0575342465753425	1	lrt	0.956699999999911
21	0.0575342465753425	1	lrt	0.701799999999939
30	0.0575342465753425	1	lrt	0.439799999999968
60	0.0575342465753425	1	lrt	0.162799999999998
90	0.0575342465753425	1	lrt	0.109200000000002
150	0.0575342465753425	1	lrt	0.0831000000000014
1	0.0821917808219178	1	lrt	0.999999999999906
3	0.0821917808219178	1	lrt	0.999999999999906
7	0.0821917808219178	1	lrt	0.999999999999906
14	0.0821917808219178	1	lrt	0.999799999999906
21	0.0821917808219178	1	lrt	0.934699999999913
30	0.0821917808219178	1	lrt	0.699399999999939
60	0.0821917808219178	1	lrt	0.268999999999987
90	0.0821917808219178	1	lrt	0.159299999999999
150	0.0821917808219178	1	lrt	0.0981000000000018
1	0.1	1	lrt	0.999999999999906
3	0.1	1	lrt	0.999999999999906
7	0.1	1	lrt	0.999999999999906
14	0.1	1	lrt	0.999999999999906
21	0.1	1	lrt	0.984599999999908
30	0.1	1	lrt	0.849099999999923
60	0.1	1	lrt	0.346299999999978
90	0.1	1	lrt	0.208899999999993
150	0.1	1	lrt	0.116800000000002
1	0.3	1	lrt	0.999999999999906
3	0.3	1	lrt	0.999999999999906
7	0.3	1	lrt	0.999999999999906
14	0.3	1	lrt	0.999999999999906
21	0.3	1	lrt	0.999999999999906
30	0.3	1	lrt	0.999999999999906
60	0.3	1	lrt	0.988499999999907
90	0.3	1	lrt	0.840199999999924
150	0.3	1	lrt	0.474499999999964
1	0.5	1	lrt	0.999999999999906
3	0.5	1	lrt	0.999999999999906
7	0.5	1	lrt	0.999999999999906
14	0.5	1	lrt	0.999999999999906
21	0.5	1	lrt	0.999999999999906
30	0.5	1	lrt	0.999999999999906
60	0.5	1	lrt	0.999999999999906
90	0.5	1	lrt	0.993999999999907
150	0.5	1	lrt	0.820599999999926
1	0.7	1	lrt	0.999999999999906
3	0.7	1	lrt	0.999999999999906
7	0.7	1	lrt	0.999999999999906
14	0.7	1	lrt	0.999999999999906
21	0.7	1	lrt	0.999999999999906
30	0.7	1	lrt	0.999999999999906
60	0.7	1	lrt	0.999999999999906
90	0.7	1	lrt	0.999799999999906
150	0.7	1	lrt	0.956399999999911
1	1	1	lrt	0.999999999999906
3	1	1	lrt	0.999999999999906
7	1	1	lrt	0.999999999999906
14	1	1	lrt	0.999999999999906
21	1	1	lrt	0.999999999999906
30	1	1	lrt	0.999999999999906
60	1	1	lrt	0.999999999999906
90	1	1	lrt	0.999999999999906
150	1	1	lrt	0.996099999999907
1	1.5	1	lrt	0.999999999999906
3	1.5	1	lrt	0.999999999999906
7	1.5	1	lrt	0.999999999999906
14	1.5	1	lrt	0.999999999999906
21	1.5	1	lrt	0.999999999999906
30	1.5	1	lrt	0.999999999999906
60	1.5	1	lrt	0.999999999999906
90	1.5	1	lrt	0.999999999999906
150	1.5	1	lrt	0.999999999999906
1	2	1	lrt	0.999999999999906
3	2	1	lrt	0.999999999999906
7	2	1	lrt	0.999999999999906
14	2	1	lrt	0.999999999999906
21	2	1	lrt	0.999999999999906
30	2	1	lrt	0.999999999999906
60	2	1	lrt	0.999999999999906
90	2	1	lrt	0.999999999999906
150	2	1	lrt	0.999999999999906
1	0.00958904109589041	7	lrt	0.220499999999992
3	0.00958904109589041	7	lrt	0.702799999999939
7	0.00958904109589041	7	lrt	0.24159999999999
14	0.00958904109589041	7	lrt	0.103400000000002
21	0.00958904109589041	7	lrt	0.0831000000000014
30	0.00958904109589041	7	lrt	0.070000000000001
60	0.00958904109589041	7	lrt	0.0648000000000008
90	0.00958904109589041	7	lrt	0.0612000000000007
150	0.00958904109589041	7	lrt	0.0573000000000006
1	0.0191780821917808	7	lrt	0.999999999999906
3	0.0191780821917808	7	lrt	0.998399999999906
7	0.0191780821917808	7	lrt	0.69399999999994
14	0.0191780821917808	7	lrt	0.256399999999988
21	0.0191780821917808	7	lrt	0.1461
30	0.0191780821917808	7	lrt	0.106500000000002
60	0.0191780821917808	7	lrt	0.070400000000001
90	0.0191780821917808	7	lrt	0.0651000000000008
150	0.0191780821917808	7	lrt	0.0646000000000008
1	0.0383561643835616	7	lrt	0.999999999999906
3	0.0383561643835616	7	lrt	0.999999999999906
7	0.0383561643835616	7	lrt	0.998099999999906
14	0.0383561643835616	7	lrt	0.711299999999938
21	0.0383561643835616	7	lrt	0.391799999999973
30	0.0383561643835616	7	lrt	0.230299999999991
60	0.0383561643835616	7	lrt	0.103200000000002
90	0.0383561643835616	7	lrt	0.0810000000000013
150	0.0383561643835616	7	lrt	0.0743000000000011
1	0.0575342465753425	7	lrt	0.999999999999906
3	0.0575342465753425	7	lrt	0.999999999999906
7	0.0575342465753425	7	lrt	0.999999999999906
14	0.0575342465753425	7	lrt	0.959699999999911
21	0.0575342465753425	7	lrt	0.705399999999939
30	0.0575342465753425	7	lrt	0.430599999999969
60	0.0575342465753425	7	lrt	0.161299999999999
90	0.0575342465753425	7	lrt	0.110300000000002
150	0.0575342465753425	7	lrt	0.0766000000000012
1	0.0821917808219178	7	lrt	0.999999999999906
3	0.0821917808219178	7	lrt	0.999999999999906
7	0.0821917808219178	7	lrt	0.999999999999906
14	0.0821917808219178	7	lrt	0.998899999999906
21	0.0821917808219178	7	lrt	0.940999999999913
30	0.0821917808219178	7	lrt	0.712299999999938
60	0.0821917808219178	7	lrt	0.270199999999987
90	0.0821917808219178	7	lrt	0.158699999999999
150	0.0821917808219178	7	lrt	0.0997000000000018
1	0.1	7	lrt	0.999999999999906
3	0.1	7	lrt	0.999999999999906
7	0.1	7	lrt	0.999999999999906
14	0.1	7	lrt	0.999999999999906
21	0.1	7	lrt	0.986999999999908
30	0.1	7	lrt	0.847599999999923
60	0.1	7	lrt	0.360999999999977
90	0.1	7	lrt	0.197899999999995
150	0.1	7	lrt	0.116800000000002
1	0.3	7	lrt	0.999999999999906
3	0.3	7	lrt	0.999999999999906
7	0.3	7	lrt	0.999999999999906
14	0.3	7	lrt	0.999999999999906
21	0.3	7	lrt	0.999999999999906
30	0.3	7	lrt	0.999999999999906
60	0.3	7	lrt	0.988299999999907
90	0.3	7	lrt	0.835699999999924
150	0.3	7	lrt	0.484799999999963
1	0.5	7	lrt	0.999999999999906
3	0.5	7	lrt	0.999999999999906
7	0.5	7	lrt	0.999999999999906
14	0.5	7	lrt	0.999999999999906
21	0.5	7	lrt	0.999999999999906
30	0.5	7	lrt	0.999999999999906
60	0.5	7	lrt	0.999999999999906
90	0.5	7	lrt	0.993599999999907
150	0.5	7	lrt	0.817999999999926
1	0.7	7	lrt	0.999999999999906
3	0.7	7	lrt	0.999999999999906
7	0.7	7	lrt	0.999999999999906
14	0.7	7	lrt	0.999999999999906
21	0.7	7	lrt	0.999999999999906
30	0.7	7	lrt	0.999999999999906
60	0.7	7	lrt	0.999999999999906
90	0.7	7	lrt	0.999999999999906
150	0.7	7	lrt	0.953099999999911
1	1	7	lrt	0.999999999999906
3	1	7	lrt	0.999999999999906
7	1	7	lrt	0.999999999999906
14	1	7	lrt	0.999999999999906
21	1	7	lrt	0.999999999999906
30	1	7	lrt	0.999999999999906
60	1	7	lrt	0.999999999999906
90	1	7	lrt	0.999999999999906
150	1	7	lrt	0.996799999999907
1	1.5	7	lrt	0.999999999999906
3	1.5	7	lrt	0.999999999999906
7	1.5	7	lrt	0.999999999999906
14	1.5	7	lrt	0.999999999999906
21	1.5	7	lrt	0.999999999999906
30	1.5	7	lrt	0.999999999999906
60	1.5	7	lrt	0.999999999999906
90	1.5	7	lrt	0.999999999999906
150	1.5	7	lrt	0.999999999999906
1	2	7	lrt	0.999999999999906
3	2	7	lrt	0.999999999999906
7	2	7	lrt	0.999999999999906
14	2	7	lrt	0.999999999999906
21	2	7	lrt	0.999999999999906
30	2	7	lrt	0.999999999999906
60	2	7	lrt	0.999999999999906
90	2	7	lrt	0.999999999999906
150	2	7	lrt	0.999999999999906
1	0.00958904109589041	14	lrt	0.205299999999994
3	0.00958904109589041	14	lrt	0.528899999999958
7	0.00958904109589041	14	lrt	0.192999999999995
14	0.00958904109589041	14	lrt	0.0950000000000017
21	0.00958904109589041	14	lrt	0.0750000000000011
30	0.00958904109589041	14	lrt	0.0648000000000008
60	0.00958904109589041	14	lrt	0.0622000000000008
90	0.00958904109589041	14	lrt	0.0643000000000008
150	0.00958904109589041	14	lrt	0.0566000000000006
1	0.0191780821917808	14	lrt	0.205499999999994
3	0.0191780821917808	14	lrt	0.87459999999992
7	0.0191780821917808	14	lrt	0.609799999999949
14	0.0191780821917808	14	lrt	0.243899999999989
21	0.0191780821917808	14	lrt	0.138900000000001
30	0.0191780821917808	14	lrt	0.0938000000000017
60	0.0191780821917808	14	lrt	0.0745000000000011
90	0.0191780821917808	14	lrt	0.0600000000000007
150	0.0191780821917808	14	lrt	0.0578000000000006
1	0.0383561643835616	14	lrt	0.999999999999906
3	0.0383561643835616	14	lrt	0.999999999999906
7	0.0383561643835616	14	lrt	0.995099999999907
14	0.0383561643835616	14	lrt	0.687399999999941
21	0.0383561643835616	14	lrt	0.388599999999974
30	0.0383561643835616	14	lrt	0.231099999999991
60	0.0383561643835616	14	lrt	0.112500000000002
90	0.0383561643835616	14	lrt	0.0796000000000013
150	0.0383561643835616	14	lrt	0.0668000000000009
1	0.0575342465753425	14	lrt	0.999999999999906
3	0.0575342465753425	14	lrt	0.999999999999906
7	0.0575342465753425	14	lrt	0.999999999999906
14	0.0575342465753425	14	lrt	0.955699999999911
21	0.0575342465753425	14	lrt	0.703399999999939
30	0.0575342465753425	14	lrt	0.429799999999969
60	0.0575342465753425	14	lrt	0.159699999999999
90	0.0575342465753425	14	lrt	0.106600000000002
150	0.0575342465753425	14	lrt	0.0793000000000012
1	0.0821917808219178	14	lrt	0.999999999999906
3	0.0821917808219178	14	lrt	0.999999999999906
7	0.0821917808219178	14	lrt	0.999999999999906
14	0.0821917808219178	14	lrt	0.999299999999906
21	0.0821917808219178	14	lrt	0.935999999999913
30	0.0821917808219178	14	lrt	0.702899999999939
60	0.0821917808219178	14	lrt	0.253899999999988
90	0.0821917808219178	14	lrt	0.1517
150	0.0821917808219178	14	lrt	0.0991000000000018
1	0.1	14	lrt	0.999999999999906
3	0.1	14	lrt	0.999999999999906
7	0.1	14	lrt	0.999999999999906
14	0.1	14	lrt	0.999999999999906
21	0.1	14	lrt	0.987699999999908
30	0.1	14	lrt	0.848899999999923
60	0.1	14	lrt	0.355299999999977
90	0.1	14	lrt	0.201299999999994
150	0.1	14	lrt	0.118500000000002
1	0.3	14	lrt	0.999999999999906
3	0.3	14	lrt	0.999999999999906
7	0.3	14	lrt	0.999999999999906
14	0.3	14	lrt	0.999999999999906
21	0.3	14	lrt	0.999999999999906
30	0.3	14	lrt	0.999999999999906
60	0.3	14	lrt	0.989999999999907
90	0.3	14	lrt	0.830499999999925
150	0.3	14	lrt	0.476099999999964
1	0.5	14	lrt	0.999999999999906
3	0.5	14	lrt	0.999999999999906
7	0.5	14	lrt	0.999999999999906
14	0.5	14	lrt	0.999999999999906
21	0.5	14	lrt	0.999999999999906
30	0.5	14	lrt	0.999999999999906
60	0.5	14	lrt	0.999999999999906
90	0.5	14	lrt	0.993199999999907
150	0.5	14	lrt	0.821199999999926
1	0.7	14	lrt	0.999999999999906
3	0.7	14	lrt	0.999999999999906
7	0.7	14	lrt	0.999999999999906
14	0.7	14	lrt	0.999999999999906
21	0.7	14	lrt	0.999999999999906
30	0.7	14	lrt	0.999999999999906
60	0.7	14	lrt	0.999999999999906
90	0.7	14	lrt	0.999899999999906
150	0.7	14	lrt	0.955199999999911
1	1	14	lrt	0.999999999999906
3	1	14	lrt	0.999999999999906
7	1	14	lrt	0.999999999999906
14	1	14	lrt	0.999999999999906
21	1	14	lrt	0.999999999999906
30	1	14	lrt	0.999999999999906
60	1	14	lrt	0.999999999999906
90	1	14	lrt	0.999999999999906
150	1	14	lrt	0.995099999999907
1	1.5	14	lrt	0.999999999999906
3	1.5	14	lrt	0.999999999999906
7	1.5	14	lrt	0.999999999999906
14	1.5	14	lrt	0.999999999999906
21	1.5	14	lrt	0.999999999999906
30	1.5	14	lrt	0.999999999999906
60	1.5	14	lrt	0.999999999999906
90	1.5	14	lrt	0.999999999999906
150	1.5	14	lrt	0.999799999999906
1	2	14	lrt	0.999999999999906
3	2	14	lrt	0.999999999999906
7	2	14	lrt	0.999999999999906
14	2	14	lrt	0.999999999999906
21	2	14	lrt	0.999999999999906
30	2	14	lrt	0.999999999999906
60	2	14	lrt	0.999999999999906
90	2	14	lrt	0.999999999999906
150	2	14	lrt	0.999999999999906
1	0.00958904109589041	21	lrt	0
3	0.00958904109589041	21	lrt	0
7	0.00958904109589041	21	lrt	0.142600000000001
14	0.00958904109589041	21	lrt	0.0938000000000017
21	0.00958904109589041	21	lrt	0.070800000000001
30	0.00958904109589041	21	lrt	0.0626000000000008
60	0.00958904109589041	21	lrt	0.0614000000000007
90	0.00958904109589041	21	lrt	0.0574000000000006
150	0.00958904109589041	21	lrt	0.0577000000000006
1	0.0191780821917808	21	lrt	0
3	0.0191780821917808	21	lrt	6e-04
7	0.0191780821917808	21	lrt	0.450099999999967
14	0.0191780821917808	21	lrt	0.214399999999993
21	0.0191780821917808	21	lrt	0.132800000000002
30	0.0191780821917808	21	lrt	0.0987000000000018
60	0.0191780821917808	21	lrt	0.070300000000001
90	0.0191780821917808	21	lrt	0.0619000000000007
150	0.0191780821917808	21	lrt	0.0633000000000008
1	0.0383561643835616	21	lrt	0.999999999999906
3	0.0383561643835616	21	lrt	0.998399999999906
7	0.0383561643835616	21	lrt	0.974999999999909
14	0.0383561643835616	21	lrt	0.667899999999943
21	0.0383561643835616	21	lrt	0.388399999999974
30	0.0383561643835616	21	lrt	0.227099999999991
60	0.0383561643835616	21	lrt	0.103400000000002
90	0.0383561643835616	21	lrt	0.0764000000000012
150	0.0383561643835616	21	lrt	0.070900000000001
1	0.0575342465753425	21	lrt	0.999999999999906
3	0.0575342465753425	21	lrt	0.999999999999906
7	0.0575342465753425	21	lrt	0.999999999999906
14	0.0575342465753425	21	lrt	0.943899999999912
21	0.0575342465753425	21	lrt	0.687299999999941
30	0.0575342465753425	21	lrt	0.425299999999969
60	0.0575342465753425	21	lrt	0.152899999999999
90	0.0575342465753425	21	lrt	0.109100000000002
150	0.0575342465753425	21	lrt	0.0760000000000011
1	0.0821917808219178	21	lrt	0.999999999999906
3	0.0821917808219178	21	lrt	0.999999999999906
7	0.0821917808219178	21	lrt	0.999999999999906
14	0.0821917808219178	21	lrt	0.998699999999906
21	0.0821917808219178	21	lrt	0.937599999999913
30	0.0821917808219178	21	lrt	0.702599999999939
60	0.0821917808219178	21	lrt	0.256099999999988
90	0.0821917808219178	21	lrt	0.154599999999999
150	0.0821917808219178	21	lrt	0.0955000000000017
1	0.1	21	lrt	0.999999999999906
3	0.1	21	lrt	0.999999999999906
7	0.1	21	lrt	0.999999999999906
14	0.1	21	lrt	0.999999999999906
21	0.1	21	lrt	0.985199999999908
30	0.1	21	lrt	0.848799999999923
60	0.1	21	lrt	0.358299999999977
90	0.1	21	lrt	0.199599999999994
150	0.1	21	lrt	0.112400000000002
1	0.3	21	lrt	0.999999999999906
3	0.3	21	lrt	0.999999999999906
7	0.3	21	lrt	0.999999999999906
14	0.3	21	lrt	0.999999999999906
21	0.3	21	lrt	0.999999999999906
30	0.3	21	lrt	0.999999999999906
60	0.3	21	lrt	0.987399999999908
90	0.3	21	lrt	0.832099999999925
150	0.3	21	lrt	0.480199999999963
1	0.5	21	lrt	0.999999999999906
3	0.5	21	lrt	0.999999999999906
7	0.5	21	lrt	0.999999999999906
14	0.5	21	lrt	0.999999999999906
21	0.5	21	lrt	0.999999999999906
30	0.5	21	lrt	0.999999999999906
60	0.5	21	lrt	0.999999999999906
90	0.5	21	lrt	0.992799999999907
150	0.5	21	lrt	0.809599999999927
1	0.7	21	lrt	0.999999999999906
3	0.7	21	lrt	0.999999999999906
7	0.7	21	lrt	0.999999999999906
14	0.7	21	lrt	0.999999999999906
21	0.7	21	lrt	0.999999999999906
30	0.7	21	lrt	0.999999999999906
60	0.7	21	lrt	0.999999999999906
90	0.7	21	lrt	0.999899999999906
150	0.7	21	lrt	0.956299999999911
1	1	21	lrt	0.999999999999906
3	1	21	lrt	0.999999999999906
7	1	21	lrt	0.999999999999906
14	1	21	lrt	0.999999999999906
21	1	21	lrt	0.999999999999906
30	1	21	lrt	0.999999999999906
60	1	21	lrt	0.999999999999906
90	1	21	lrt	0.999999999999906
150	1	21	lrt	0.995299999999907
1	1.5	21	lrt	0.999999999999906
3	1.5	21	lrt	0.999999999999906
7	1.5	21	lrt	0.999999999999906
14	1.5	21	lrt	0.999999999999906
21	1.5	21	lrt	0.999999999999906
30	1.5	21	lrt	0.999999999999906
60	1.5	21	lrt	0.999999999999906
90	1.5	21	lrt	0.999999999999906
150	1.5	21	lrt	0.999899999999906
1	2	21	lrt	0.999999999999906
3	2	21	lrt	0.999999999999906
7	2	21	lrt	0.999999999999906
14	2	21	lrt	0.999999999999906
21	2	21	lrt	0.999999999999906
30	2	21	lrt	0.999999999999906
60	2	21	lrt	0.999999999999906
90	2	21	lrt	0.999999999999906
150	2	21	lrt	0.999999999999906
1	0.00958904109589041	30	lrt	0
3	0.00958904109589041	30	lrt	0.0044
7	0.00958904109589041	30	lrt	0.127200000000002
14	0.00958904109589041	30	lrt	0.0832000000000014
21	0.00958904109589041	30	lrt	0.070000000000001
30	0.00958904109589041	30	lrt	0.0538000000000005
60	0.00958904109589041	30	lrt	0.0600000000000007
90	0.00958904109589041	30	lrt	0.0546000000000005
150	0.00958904109589041	30	lrt	0.0571000000000006
1	0.0191780821917808	30	lrt	0
3	0.0191780821917808	30	lrt	0.0056
7	0.0191780821917808	30	lrt	0.306499999999983
14	0.0191780821917808	30	lrt	0.193399999999995
21	0.0191780821917808	30	lrt	0.126000000000002
30	0.0191780821917808	30	lrt	0.0871000000000015
60	0.0191780821917808	30	lrt	0.0626000000000008
90	0.0191780821917808	30	lrt	0.0587000000000007
150	0.0191780821917808	30	lrt	0.0586000000000007
1	0.0383561643835616	30	lrt	0
3	0.0383561643835616	30	lrt	0.0049
7	0.0383561643835616	30	lrt	0.671499999999942
14	0.0383561643835616	30	lrt	0.589899999999951
21	0.0383561643835616	30	lrt	0.360799999999977
30	0.0383561643835616	30	lrt	0.218099999999992
60	0.0383561643835616	30	lrt	0.101100000000002
90	0.0383561643835616	30	lrt	0.0754000000000011
150	0.0383561643835616	30	lrt	0.0650000000000008
1	0.0575342465753425	30	lrt	0
3	0.0575342465753425	30	lrt	0.189499999999995
7	0.0575342465753425	30	lrt	0.977599999999909
14	0.0575342465753425	30	lrt	0.904999999999917
21	0.0575342465753425	30	lrt	0.650599999999945
30	0.0575342465753425	30	lrt	0.411499999999971
60	0.0575342465753425	30	lrt	0.159299999999999
90	0.0575342465753425	30	lrt	0.110600000000002
150	0.0575342465753425	30	lrt	0.0806000000000013
1	0.0821917808219178	30	lrt	0.999999999999906
3	0.0821917808219178	30	lrt	0.999999999999906
7	0.0821917808219178	30	lrt	0.999999999999906
14	0.0821917808219178	30	lrt	0.996099999999907
21	0.0821917808219178	30	lrt	0.920199999999915
30	0.0821917808219178	30	lrt	0.688299999999941
60	0.0821917808219178	30	lrt	0.259799999999988
90	0.0821917808219178	30	lrt	0.1516
150	0.0821917808219178	30	lrt	0.0952000000000017
1	0.1	30	lrt	0.999999999999906
3	0.1	30	lrt	0.999999999999906
7	0.1	30	lrt	0.999999999999906
14	0.1	30	lrt	0.999999999999906
21	0.1	30	lrt	0.981399999999908
30	0.1	30	lrt	0.839699999999924
60	0.1	30	lrt	0.341599999999979
90	0.1	30	lrt	0.196999999999995
150	0.1	30	lrt	0.117200000000002
1	0.3	30	lrt	0.999999999999906
3	0.3	30	lrt	0.999999999999906
7	0.3	30	lrt	0.999999999999906
14	0.3	30	lrt	0.999999999999906
21	0.3	30	lrt	0.999999999999906
30	0.3	30	lrt	0.999999999999906
60	0.3	30	lrt	0.987699999999908
90	0.3	30	lrt	0.830899999999925
150	0.3	30	lrt	0.468899999999965
1	0.5	30	lrt	0.999999999999906
3	0.5	30	lrt	0.999999999999906
7	0.5	30	lrt	0.999999999999906
14	0.5	30	lrt	0.999999999999906
21	0.5	30	lrt	0.999999999999906
30	0.5	30	lrt	0.999999999999906
60	0.5	30	lrt	0.999999999999906
90	0.5	30	lrt	0.994199999999907
150	0.5	30	lrt	0.810399999999927
1	0.7	30	lrt	0.999999999999906
3	0.7	30	lrt	0.999999999999906
7	0.7	30	lrt	0.999999999999906
14	0.7	30	lrt	0.999999999999906
21	0.7	30	lrt	0.999999999999906
30	0.7	30	lrt	0.999999999999906
60	0.7	30	lrt	0.999999999999906
90	0.7	30	lrt	0.999999999999906
150	0.7	30	lrt	0.953499999999911
1	1	30	lrt	0.999999999999906
3	1	30	lrt	0.999999999999906
7	1	30	lrt	0.999999999999906
14	1	30	lrt	0.999999999999906
21	1	30	lrt	0.999999999999906
30	1	30	lrt	0.999999999999906
60	1	30	lrt	0.999999999999906
90	1	30	lrt	0.999999999999906
150	1	30	lrt	0.995599999999907
1	1.5	30	lrt	0.999999999999906
3	1.5	30	lrt	0.999999999999906
7	1.5	30	lrt	0.999999999999906
14	1.5	30	lrt	0.999999999999906
21	1.5	30	lrt	0.999999999999906
30	1.5	30	lrt	0.999999999999906
60	1.5	30	lrt	0.999999999999906
90	1.5	30	lrt	0.999999999999906
150	1.5	30	lrt	0.999799999999906
1	2	30	lrt	0.999999999999906
3	2	30	lrt	0.999999999999906
7	2	30	lrt	0.999999999999906
14	2	30	lrt	0.999999999999906
21	2	30	lrt	0.999999999999906
30	2	30	lrt	0.999999999999906
60	2	30	lrt	0.999999999999906
90	2	30	lrt	0.999999999999906
150	2	30	lrt	0.999999999999906
1	0.00958904109589041	60	lrt	0
3	0.00958904109589041	60	lrt	0.0035
7	0.00958904109589041	60	lrt	0.121600000000002
14	0.00958904109589041	60	lrt	0.0726000000000011
21	0.00958904109589041	60	lrt	0.0532000000000005
30	0.00958904109589041	60	lrt	0.0503000000000004
60	0.00958904109589041	60	lrt	0.0548000000000005
90	0.00958904109589041	60	lrt	0.0558000000000006
150	0.00958904109589041	60	lrt	0.0559000000000006
1	0.0191780821917808	60	lrt	0
3	0.0191780821917808	60	lrt	0.005
7	0.0191780821917808	60	lrt	0.284099999999985
14	0.0191780821917808	60	lrt	0.139500000000001
21	0.0191780821917808	60	lrt	0.0951000000000017
30	0.0191780821917808	60	lrt	0.0768000000000012
60	0.0191780821917808	60	lrt	0.0600000000000007
90	0.0191780821917808	60	lrt	0.0586000000000007
150	0.0191780821917808	60	lrt	0.0607000000000007
1	0.0383561643835616	60	lrt	0
3	0.0383561643835616	60	lrt	0.0047
7	0.0383561643835616	60	lrt	0.464699999999965
14	0.0383561643835616	60	lrt	0.404999999999972
21	0.0383561643835616	60	lrt	0.254399999999988
30	0.0383561643835616	60	lrt	0.176899999999997
60	0.0383561643835616	60	lrt	0.0965000000000017
90	0.0383561643835616	60	lrt	0.071200000000001
150	0.0383561643835616	60	lrt	0.0629000000000008
1	0.0575342465753425	60	lrt	0
3	0.0575342465753425	60	lrt	0.0044
7	0.0575342465753425	60	lrt	0.489099999999962
14	0.0575342465753425	60	lrt	0.656199999999944
21	0.0575342465753425	60	lrt	0.484599999999963
30	0.0575342465753425	60	lrt	0.343599999999978
60	0.0575342465753425	60	lrt	0.1468
90	0.0575342465753425	60	lrt	0.100800000000002
150	0.0575342465753425	60	lrt	0.0739000000000011
1	0.0821917808219178	60	lrt	0
3	0.0821917808219178	60	lrt	0.0046
7	0.0821917808219178	60	lrt	0.495499999999962
14	0.0821917808219178	60	lrt	0.865699999999921
21	0.0821917808219178	60	lrt	0.777399999999931
30	0.0821917808219178	60	lrt	0.594799999999951
60	0.0821917808219178	60	lrt	0.23909999999999
90	0.0821917808219178	60	lrt	0.149
150	0.0821917808219178	60	lrt	0.0952000000000017
1	0.1	60	lrt	0
3	0.1	60	lrt	0.0039
7	0.1	60	lrt	0.528199999999958
14	0.1	60	lrt	0.938299999999913
21	0.1	60	lrt	0.906899999999916
30	0.1	60	lrt	0.767699999999932
60	0.1	60	lrt	0.33129999999998
90	0.1	60	lrt	0.190699999999995
